Date,Open,High,Low,Close,Volume
2021-11-03,225.188,247.603,221.352,238.469,14957.8444
2021-11-04,238.469,250.364,230.471,233.178,12654.7278
2021-11-05,233.178,254.21,231.525,253.234,19825.9747
2021-11-06,253.234,259.865,248.277,252.135,20122.9546
2021-11-07,252.135,253.406,240.676,248.333,19775.7888
2021-11-08,248.333,253.309,237.639,240.595,21863.0893
2021-11-09,240.595,247.972,235.349,244.982,20442.1977
2021-11-10,244.982,246.39,217.852,239.416,21651.152
2021-11-11,239.416,240.656,221.457,222.377,14977.5627
2021-11-12,222.377,237.144,220.918,233.638,13839.0131
2021-11-13,233.638,241.939,233.474,234.338,15803.9872
2021-11-14,234.338,246.324,230.402,239.688,13365.5384
2021-11-15,239.688,242.354,214.027,225.553,15929.4163
2021-11-16,225.553,226.828,210,213.439,18591.9996
2021-11-17,213.439,222.74,192.968,197.004,27757.8325
2021-11-18,197.004,215.886,186.72,213.921,23004.3627
2021-11-19,213.921,221.09,207.189,207.202,12171.1541
2021-11-20,207.202,218.913,205.929,215.096,14651.7533
2021-11-21,215.096,235.345,214.413,222.48,18310.4435
2021-11-22,222.48,225.252,210.969,216.085,15399.0825
2021-11-23,216.085,226.067,207.165,212.428,14354.0559
2021-11-24,212.428,214.715,200.179,214.455,14244.2453
2021-11-25,214.455,216.38,182.905,192.682,16116.8579
2021-11-26,192.682,200.759,190.149,196.45,22723.8504
2021-11-27,196.45,199.106,184.812,189.087,18507.0786
2021-11-28,189.087,210.774,181.025,206.957,11200.389
2021-11-29,206.957,218.222,199.573,213.295,13051.5952
2021-11-30,213.295,229.797,207.82,229.512,15064.7086
2021-12-01,229.512,236.263,220.099,229.31,17459.8224
2021-12-02,229.31,243.055,222.87,224.528,18027.0887
2021-12-03,224.528,226.284,169.936,205.307,16722.8073
2021-12-04,205.307,210.491,181.597,185.188,18769.3392
2021-12-05,185.188,197.782,176.262,188.333,23903.3023
2021-12-06,188.333,204.061,185.827,198.213,25595.8016
2021-12-07,198.213,198.885,183.621,192.52,21049.0925
2021-12-08,192.52,196.58,182.241,184.884,22729.2451
2021-12-09,184.884,186.49,172.722,173.654,19097.4315
2021-12-10,173.654,175.653,161.45,171.086,16271.6443
2021-12-11,171.086,173.769,167.642,170.464,13737.9426
2021-12-12,170.464,176.803,155.665,158.149,19662.5485
2021-12-13,158.149,161.651,148.131,157.493,26268.7306
2021-12-14,157.493,168.651,152.738,157.595,28412.1014
2021-12-15,157.595,189.024,156.846,187.038,23403.3361
2021-12-16,187.038,187.571,168.108,176.436,12021.8035
2021-12-17,176.436,183.35,171.023,181.49,13846.198
2021-12-18,181.49,189.191,179.748,183.9,14775.0432
2021-12-19,183.9,185.21,168.423,169.934,15137.5025
2021-12-20,169.934,182.46,169.366,177.453,16094.1002
2021-12-21,177.453,187.55,176.066,184.931,23047.8037
2021-12-22,184.931,185.682,175.618,180.865,19745.2148
2021-12-23,180.865,195.678,180.142,195.442,27078.4675
2021-12-24,195.442,197.532,188.252,192.099,24135.394
2021-12-25,192.099,199.55,189.34,198.148,20074.9715
2021-12-26,198.148,203.48,194.785,201.601,20759.5835
2021-12-27,201.601,204.758,185.14,185.632,21474.3417
2021-12-28,185.632,186.065,170.731,176.502,22782.5816
2021-12-29,176.502,177.528,168.225,173.795,17859.6728
2021-12-30,173.795,177.62,170.042,175.585,18393.6046
2021-12-31,175.585,176.15,167.665,173.85,21438.6071
2022-01-01,173.85,179.5,173.536,176.124,19082.9336
2022-01-02,176.124,178.75,170.826,171.039,20919.1363
2022-01-03,171.039,173.911,166.475,172.162,15894.5861
2022-01-04,172.162,172.526,167.062,168.251,15993.2864
2022-01-05,168.251,168.667,144.848,149.684,26224.8334
2022-01-06,149.684,154.421,133.261,136.069,18545.7388
2022-01-07,136.069,147.999,134.491,144.181,17432.3957
2022-01-08,144.181,146.85,133.155,140.148,19495.159
2022-01-09,140.148,145.742,130.016,133.081,28622.4708
2022-01-10,133.081,138.428,131.028,136.969,25682.8561
2022-01-11,136.969,148.518,136.933,147.737,24466.416
2022-01-12,147.737,157.816,147.578,154.845,18805.4527
2022-01-13,154.845,155.166,141.998,147.292,19480.889
2022-01-14,147.292,149.828,143.974,148.047,15266.4078
2022-01-15,148.047,151.94,146.084,149.854,13882.0336
2022-01-16,149.854,150.99,141.007,142.114,19973.3355
2022-01-17,142.114,142.506,134.373,136.725,22709.1438
2022-01-18,136.725,142.741,132.864,136.973,16493.8982
2022-01-19,136.973,143.463,134.5,143.147,19238.3152
2022-01-20,143.147,143.871,115.519,121.886,22249.3196
2022-01-21,121.886,126.919,87.913,93.061,23328.4893
2022-01-22,93.061,104.712,88.57,98.732,16337.6849
2022-01-23,98.732,101.93,80.852,87.447,6256.4112
2022-01-24,87.447,96.125,83.577,92.916,7864.8261
2022-01-25,92.916,101.999,91.378,98.803,11181.2675
2022-01-26,98.803,104.393,85.753,92.362,11643.9166
2022-01-27,92.362,93.548,85.763,91.069,9900.9223
2022-01-28,91.069,98.881,90.086,94.989,10288.5305
2022-01-29,94.989,97.577,93.429,95.112,8425.1374
2022-01-30,95.112,96.025,89.255,95.374,9226.9861
2022-01-31,95.374,110.904,94.994,108.649,8490.5579
2022-02-01,108.649,113.601,105.31,106.023,8220.3452
2022-02-02,106.023,111.91,93.991,98.307,10455.081
2022-02-03,98.307,109.744,95.862,107.273,10109.6875
2022-02-04,107.273,118.61,106.97,116.091,11650.5719
2022-02-05,116.091,116.356,110.783,113.133,10453.9083
2022-02-06,113.133,121.717,112.003,121.442,9683.3452
2022-02-07,121.442,121.871,110.366,112.065,6615.4271
2022-02-08,112.065,117.023,109.396,113.089,5875.4886
2022-02-09,113.089,116.444,105.761,111.885,2518.8109
2022-02-10,111.885,112.923,103.257,106.744,2260.9375
2022-02-11,106.744,107.13,92.934,94.945,2158.6823
2022-02-12,94.945,99.802,94.366,95.644,1615.5018
2022-02-13,95.644,97.811,90.779,96.499,2021.0685
2022-02-14,96.499,103.735,93.299,102.702,2548.4252
2022-02-15,102.702,105.832,98.313,99.117,1598.3608
2022-02-16,99.117,103.575,96.638,97.395,2274.3381
2022-02-17,97.395,97.849,90.17,90.939,3092.1309
2022-02-18,90.939,92.595,88.631,90.941,2356.2001
2022-02-19,90.941,92.178,85.647,89.42,2847.0823
2022-02-21,89.571,90.306,81.031,85.893,2345.9922
2022-02-22,85.893,93.358,83.822,89.71,1657.6091
2022-02-23,89.71,92.157,75.362,84.858,2300.1178
2022-02-24,84.858,93.528,83.295,91.028,2576.4178
2022-02-25,91.028,95.074,88.798,91.303,3333.2261
2022-02-26,91.303,92.621,86.325,91.18,2511.916
2022-02-27,91.18,96.642,84.064,95.66,2625.9216
2022-02-28,95.66,102.655,94.263,97.944,2395.1507
2022-03-01,97.944,106.474,96.049,101.595,3193.826
2022-03-02,101.595,103.387,95.025,95.848,3239.3931
2022-03-03,95.848,96.485,90.489,91.327,2286.9619
2022-03-04,91.327,92.898,86.087,89.073,2349.947
2022-03-05,89.073,91.189,85.904,87.205,1932.8423
2022-03-06,87.205,88.256,81.188,84.996,2322.4059
2022-03-07,84.996,86.056,80.005,82.796,2952.9853
2022-03-08,82.796,89.937,81.379,88.85,2506.6657
2022-03-09,88.85,89.393,80.704,81.838,2781.2344
2022-03-10,81.838,84.342,80.136,81.758,2995.416
2022-03-11,81.758,82.755,80.032,81.717,2098.5756
2022-03-12,81.717,83.154,80.1,81.142,2023.9648
2022-03-13,81.142,82.34,77.718,81.033,2157.4714
2022-03-14,81.033,81.514,78.548,81.146,2142.7447
2022-03-15,81.146,86.425,80.649,83.989,3388.4879
2022-03-16,83.989,90.714,82.16,89.267,3396.0089
2022-03-17,89.267,90.973,84.387,88.266,2764.8937
2022-03-18,88.266,94.264,88.266,94.114,3137.3286
2022-03-19,94.114,94.563,88.976,89.129,1873.4529
2022-03-20,89.129,91.288,86.585,89.682,3414.1054
2022-03-21,89.682,93.98,87.445,92.56,3157.3844
2022-03-22,92.56,96.288,89.307,95.74,3652.346
2022-03-23,95.74,102.163,92.568,101.614,4307.0716
2022-03-24,101.614,104.872,99.485,100.288,2997.9343
2022-03-25,100.288,102.002,97.111,101.168,3389.6159
2022-03-26,101.168,103.362,98.819,101.502,3180.5349
2022-03-27,101.502,113.866,100.983,109.959,3449.5151
2022-03-28,109.959,115.673,104.962,111.554,3523.0827
2022-03-29,111.554,125.181,107.204,122.655,5453.586
2022-03-30,122.655,129.658,118.6,125.22,3558.3707
2022-03-31,125.22,134.034,117.612,132.701,3632.7542
2022-04-01,132.701,143.488,132.155,137.933,2970.6922
2022-04-02,137.933,141,130.651,136.035,3677.8999
2022-04-03,136.035,139.491,128.477,129.326,3758.0111
2022-04-04,129.326,136.591,125.923,131.54,3458.7006
2022-04-05,131.54,133.64,114.881,117.669,4085.1555
2022-04-06,117.669,119.904,110.872,113.215,3876.6171
2022-04-07,113.215,122.428,112.755,116.407,3225.424
2022-04-08,116.407,116.914,108.098,109.534,2216.8331
2022-04-09,109.534,113.997,109.251,112.36,2374.7921
2022-04-10,112.36,115.98,101.395,101.512,2669.3749
2022-04-11,101.512,109.321,98.259,105.951,2432.8157
2022-04-12,105.951,107.012,100.105,105.06,4009.4088
2022-04-13,105.06,107.648,101.08,101.392,4039.2936
2022-04-14,101.392,102.902,98.807,102.328,3837.0041
2022-04-15,102.328,103.478,100.297,100.99,7080.9301
2022-04-16,100.99,105.24,100.791,105.105,3248.7128
2022-04-17,105.105,105.449,94.847,98.699,6918.0135
2022-04-18,98.699,108.395,97.129,106.519,12640.526
2022-04-19,106.519,110.881,104.931,105.704,6300.0092
2022-04-20,105.704,109.949,104.345,107.791,6699.2842
2022-04-21,107.791,107.791,99.412,99.698,6761.3087
2022-04-22,99.698,102.54,98.326,102.081,7036.0089
2022-04-23,102.081,102.842,99.899,100.089,7131.4768
2022-04-24,100.089,101.111,94.494,96.996,8672.1243
2022-04-25,96.996,101.962,96.431,96.609,8765.2458
2022-04-26,96.609,100.695,94.698,98.163,10922.5036
2022-04-27,98.163,100.543,96.409,97.562,9914.2134
2022-04-28,97.562,100.191,95.199,96.211,11426.2146
2022-04-29,96.211,96.373,91.532,92.301,9915.1069
2022-04-30,92.301,92.629,81.99,90.021,13502.8694
2022-05-01,90.021,93.105,86.331,87.736,23128.592
2022-05-02,87.736,88.803,85.14,87.234,15825.3275
2022-05-03,87.234,88.744,84.696,87.205,14142.2967
2022-05-04,87.205,95.202,84.386,85.018,16991.6245
2022-05-05,85.018,86.177,79.993,81.753,25110.2053
2022-05-06,81.753,82.474,79.123,82.094,26929.8624
2022-05-07,82.094,82.213,75.953,77.098,28449.9916
2022-05-08,77.098,78.072,69.268,69.879,24987.9129
2022-05-09,69.879,74.024,60.259,69.443,31770.6523
2022-05-10,69.443,71.076,48.284,55.482,48493.5449
2022-05-11,55.482,56.725,37.557,44.968,66759.9814
2022-05-12,44.968,56.328,41.704,53.05,20821.381
2022-05-13,53.05,54.195,46.154,46.414,12963.8682
2022-05-14,46.414,54.724,45.907,52.859,12670.656
2022-05-15,52.859,59.261,51.959,53.221,15123.5401
2022-05-16,53.221,58.205,52.3,55.161,11756.1892
2022-05-17,55.161,57.866,49.73,50.394,11248.0851
2022-05-18,50.394,54.011,48.261,53.261,12924.7371
2022-05-19,53.261,53.582,49.319,49.393,13938.5091
2022-05-20,49.393,50.848,47.822,50.703,12773.1236
2022-05-21,50.703,52.875,49.455,51.797,14883.7947
2022-05-22,51.797,54.644,51.139,53.872,15982.8987
2022-05-23,53.872,54.4,47.143,50.06,19035.2603
2022-05-24,50.06,50.835,47.594,48.273,18769.895
2022-05-25,48.273,49.116,41.749,45.095,19126.9907
2022-05-26,45.095,46.585,39.996,42.129,25867.0299
2022-05-27,42.129,43.472,40.345,42.972,22681.0506
2022-05-28,42.972,45.582,41.824,44.661,22715.1337
2022-05-29,44.661,47.343,44.088,45.82,24838.7954
2022-05-30,45.82,48.294,44.598,46.358,24062.5157
2022-05-31,46.358,46.798,42.841,42.945,27097.7477
2022-06-01,42.945,43.11,38.136,40.694,31954.7866
2022-06-02,40.694,41.608,37.698,38.061,29736.7263
2022-06-03,38.061,38.947,35.775,37.764,30074.3591
2022-06-04,37.764,39.945,37.35,39.815,26108.9828
2022-06-05,39.815,44.83,38.347,42.813,30599.5939
2022-06-06,42.813,43.216,37.193,39.14,33313.7528
2022-06-07,39.14,41.361,38.314,39.704,36450.0346
2022-06-08,39.704,41.915,38.421,40.332,31822.2875
2022-06-09,40.332,41.381,37.51,37.989,30604.7983
2022-06-10,37.989,38.061,33.186,33.76,35301.9871
2022-06-11,33.76,34.769,31.1,34.012,32040.132
2022-06-12,34.012,34.276,26.074,27.916,34681.0035
2022-06-13,27.916,32.186,25.872,31.086,41066.4794
2022-06-14,31.086,31.194,26.802,29.496,34230.2309
2022-06-15,29.496,36,28.18,31.312,36721.4739
2022-06-16,31.312,32.591,29.275,31.234,38367.5826
2022-06-17,31.234,32.112,27.835,29.796,42596.7133
2022-06-18,29.796,33.497,27.19,33.464,49681.7622
2022-06-19,33.464,36.869,31.736,35.271,49932.3874
2022-06-20,35.271,39.135,33.826,37.956,50935.1487
2022-06-21,37.956,38.592,33.66,34.723,62161.8778
2022-06-22,34.723,37.729,33.895,37.202,60206.0113
2022-06-23,37.202,41.275,36.282,40.086,66693.2941
2022-06-24,40.086,42.876,39.45,39.887,56679.1611
2022-06-25,39.887,42.575,39.777,40.608,58119.2281
2022-06-26,40.608,41.395,38.292,38.78,58015.5291
2022-06-27,38.78,39.883,37.012,37.071,57099.4116
2022-06-28,37.071,37.193,33.623,34.675,64753.8753
2022-06-29,34.675,35.098,30.92,32.083,75843.9808
2022-06-30,32.083,35.352,31.485,32.334,110898.1551
2022-07-01,32.334,33.961,31.879,32.864,196805.7058
2022-07-02,32.864,34.133,32.159,32.335,304908.5007
2022-07-03,32.335,34.925,32.292,34.294,492316.7597
2022-07-04,34.294,36.951,33.146,33.869,713782.7616
2022-07-05,33.869,36.666,33.637,35.714,827056.7758
2022-07-06,35.714,38.552,35.676,38.245,682128.5111
2022-07-07,38.245,39.684,36.473,38.556,739443.5502
2022-07-08,38.556,39.344,37.782,38.063,747694.8992
2022-07-09,38.063,38.906,36.292,36.684,583807.5063
2022-07-10,36.684,37.412,34.658,35.162,617839.7747
2022-07-11,35.162,35.667,33.161,34.192,560172.989
2022-07-12,34.192,34.483,31.836,33.237,513226.9399
2022-07-13,33.237,35.324,32.985,35.152,409327.6276
2022-07-14,35.152,38.548,34.844,37.696,230970.3307
2022-07-15,37.696,39.092,36.365,37.931,119991.0996
2022-07-16,37.931,41.09,37.897,39.274,93693.6051
2022-07-17,39.274,42.673,38.3,42.314,77100.4318
2022-07-18,42.314,47.322,39.721,46.544,129888.7781
2022-07-19,46.544,47.246,43.763,45.354,127982.4775
2022-07-20,45.354,45.469,39.666,41.882,127434.9428
2022-07-21,41.882,44.325,41.524,41.684,106359.1088
2022-07-22,41.684,41.896,39.39,40.203,113871.737
2022-07-23,40.203,41.377,38.639,41.205,91624.8995
2022-07-24,41.205,42.08,37.744,38.486,110165.7276
2022-07-25,38.486,38.987,34.941,34.984,121491.6063
2022-07-26,34.984,37.433,34.686,37.165,123945.6038
2022-07-27,37.165,42.113,36.432,41.9,184555.6798
2022-07-28,41.9,44.422,41.157,42.624,206184.5094
2022-07-29,42.624,46.299,41.265,46.267,215948.0562
2022-07-30,46.267,46.6,43.01,44.135,135065.294
2022-07-31,44.135,45.194,41.372,42.468,149097.3834
2022-08-01,42.468,42.535,39.823,41.477,160304.4576
2022-08-02,41.477,42.421,37.452,40.113,179152.2609
2022-08-03,40.113,40.649,38.259,38.872,166571.4692
2022-08-04,38.872,41.329,37.986,40.014,177850.744
2022-08-05,40.014,40.869,39.45,40.449,171709.1283
2022-08-06,40.449,40.897,39.212,40.343,120853.5629
2022-08-07,40.343,43.696,40.258,42.512,121274.539
2022-08-08,42.512,43.138,39.761,40.127,118521.1096
2022-08-09,40.127,42.444,39.165,42.089,156173.3392
2022-08-10,42.089,45.316,41.227,43.474,175817.6983
2022-08-11,43.474,43.997,42.142,43.207,177117.8943
2022-08-12,43.207,48.326,42.972,46.257,172530.4452
2022-08-13,46.257,48.044,45.808,46.037,117667.7871
2022-08-14,46.037,47.233,43.269,44.505,147867.9741
2022-08-15,44.505,44.748,42.553,43.418,138713.4185
2022-08-16,43.418,44.717,40.76,41.101,130241.4853
2022-08-17,41.101,41.875,40.144,41.171,136580.3456
2022-08-18,41.171,41.249,35.131,36.953,127503.855
2022-08-19,36.953,37.79,35.626,36.515,174574.3071
2022-08-20,36.515,36.599,34.224,36.011,164570.6958
2022-08-21,36.011,37.028,33.787,34.827,168804.1664
2022-08-22,34.827,36.105,34,35.701,211401.1665
2022-08-23,35.701,36.088,34.325,36.048,182788.6767
2022-08-24,36.048,36.463,34.892,35.731,161946.0509
2022-08-25,35.731,35.98,33.025,33.267,142211.5342
2022-08-26,33.267,33.383,31.072,31.354,213451.5688
2022-08-27,31.354,32.033,30.883,31.842,147820.7028
2022-08-28,31.842,32.297,30.023,31.777,158264.8343
2022-08-29,31.777,33.125,30.95,31.217,163643.8752
2022-08-30,31.217,32.951,30.674,31.922,180089.7815
2022-08-31,31.922,32.47,30.445,30.759,175212.4953
2022-09-01,30.759,32.378,30.483,32.273,157827.9718
2022-09-02,32.273,32.338,30.764,31.131,146236.485
2022-09-03,31.131,31.99,30.816,31.812,96469.729
2022-09-04,31.812,32.507,31.142,31.851,89211.9389
2022-09-05,31.851,33.842,31.695,33.824,105793.6041
2022-09-06,33.824,33.832,30.331,31.476,146520.1781
2022-09-07,31.476,33.843,31.411,33.396,157124.0448
2022-09-08,33.396,35.916,32.893,34.962,191658.0288
2022-09-10,34.494,35.403,34.065,35.243,167500.0657
2022-09-11,35.243,38.327,34.341,37.152,164403.2303
2022-09-12,37.152,38.927,34.465,34.723,188502.729
2022-09-13,34.723,35.317,32.683,33.519,231398.667
2022-09-14,33.519,34.83,32.456,32.978,272700.8872
2022-09-15,32.978,33.796,31.895,32.281,256164.978
2022-09-16,32.281,33.323,31.514,33.292,231258.1435
2022-09-17,33.292,33.994,32.772,32.902,78822.541
2022-09-18,32.902,32.996,30.513,31.91,48957.1217
2022-09-19,31.91,33.051,31.587,32.504,40048.2335
2022-09-20,32.504,32.528,31.253,31.501,48577.0773
2022-09-21,31.501,33.445,30.05,31.922,60902.1239
2022-09-22,31.922,33.292,31.208,31.595,52356.4522
2022-09-23,31.595,34.767,31.248,33.717,48174.1848
2022-09-24,33.717,34.14,32.821,33.23,40628.2442
2022-09-25,33.23,33.4,31.881,33.114,45893.9941
2022-09-26,33.114,35.392,32.697,34.36,49034.304
2022-09-27,34.36,34.567,31.656,33.116,61348.5884
2022-09-28,33.116,34.19,32.67,34.119,56233.7464
2022-09-29,34.119,35.205,33.432,34.663,48947.3116
2022-09-30,34.663,34.832,32.643,33.003,40910.2826
2022-10-01,33.003,33.007,32.122,32.405,22037.9986
2022-10-02,32.405,33.132,31.761,32.827,24101.2789
2022-10-03,32.827,34.39,32.694,34.174,25958.6431
2022-10-04,34.174,34.386,33.186,33.675,27727.1384
2022-10-05,33.675,34.499,33.588,33.837,27470.13
2022-10-06,33.837,34.022,32.449,32.905,30727.0358
2022-10-07,32.905,33.135,32.656,32.817,27651.4542
2022-10-08,32.817,33.125,32.357,33.11,25182.4562
2022-10-09,33.11,33.451,32.39,32.583,23524.3161
2022-10-10,32.583,32.639,31.081,31.559,30523.8786
2022-10-11,31.559,31.853,30.455,31.294,31005.4273
2022-10-12,31.294,31.296,27.91,29.657,37510.168
2022-10-13,29.657,31.967,29.605,30.81,52202.7527
2022-10-14,30.81,30.901,29.557,29.922,52243.1155
2022-10-15,29.922,30.082,29.432,29.967,35626.2044
2022-10-16,29.967,31.199,29.815,30.941,28948.7953
2022-10-17,30.941,31.484,30.154,30.314,28103.6866
2022-10-18,30.314,30.498,29.573,29.982,25987.5425
2022-10-19,29.982,29.99,28.459,29.139,31174.1247
2022-10-20,29.139,29.149,26.843,27.57,37902.1911
2022-10-21,27.57,28.276,27.499,27.989,37507.1334
2022-10-22,27.989,28.57,27.65,27.946,28370.7514
2022-10-23,27.946,29.475,27.914,28.449,39449.5488
