Timestamp,Open,High,Low,Close,Volume
2026-06-18T13:55:00.000Z,64102.79,64161.23,63875.63,63984,77.83672999999999
2026-06-18T14:00:00.000Z,63983.99,64087.08,63920,63973.99,82.75591
2026-06-18T14:05:00.000Z,63974,63974,63815.93,63935.99,97.70768999999999
2026-06-18T14:10:00.000Z,63934.26,63934.26,63724.83,63780,155.59963000000002
2026-06-18T14:15:00.000Z,63780,63979.99,63720.56,63954,50.76138
2026-06-18T14:20:00.000Z,63954,64203.66,63944.01,64091.19,81.45811
2026-06-18T14:25:00.000Z,64091.19,64091.19,63774.19,63812.02,56.87123
2026-06-18T14:30:00.000Z,63812.01,63931.11,63767.24,63890.68,68.93048999999999
2026-06-18T14:35:00.000Z,63890.67,64058,63843.63,64054.73,74.31423
2026-06-18T14:40:00.000Z,64054.74,64082,63864,63872.01,47.60623
2026-06-18T14:45:00.000Z,63872,63993.69,63868.01,63984,44.38908
2026-06-18T14:50:00.000Z,63984,63984.01,63587.3,63612,147.66868999999997
2026-06-18T14:55:00.000Z,63612,63896.62,63610.31,63816.61,90.35207
2026-06-18T15:00:00.000Z,63816.61,63825.99,63606.63,63674.47,83.71404000000001
2026-06-18T15:05:00.000Z,63674.47,63741.11,63580,63674.2,88.33307
2026-06-18T15:10:00.000Z,63674.2,63714,63566.01,63566.01,73.46325
2026-06-18T15:15:00.000Z,63566.01,63600,63198,63393.99,388.9842
2026-06-18T15:20:00.000Z,63394,63479.51,63304.06,63350.01,266.80316
2026-06-18T15:25:00.000Z,63350.01,63415.73,63205.69,63237.99,145.29958
2026-06-18T15:30:00.000Z,63238,63375.85,63168.35,63284,129.37481
2026-06-18T15:35:00.000Z,63284,63286.01,62894.01,62934.92,481.59404000000006
2026-06-18T15:40:00.000Z,62934.92,62950,62700,62786.01,340.81086
2026-06-18T15:45:00.000Z,62786.01,62885.46,62710.1,62774,249.22587
2026-06-18T15:50:00.000Z,62774.01,62832.66,62495.06,62536.01,263.07952
2026-06-18T15:55:00.000Z,62536,62553.6,62293.76,62369.44,282.97803
2026-06-18T16:00:00.000Z,62369.43,62618,62349.42,62554.15,232.77359
2026-06-18T16:05:00.000Z,62555.99,62717.23,62555.99,62692,185.44278
2026-06-18T16:10:00.000Z,62692,62730,62639.99,62639.99,58.84487
2026-06-18T16:15:00.000Z,62640,62650.49,62522,62580.66,107.94569000000001
2026-06-18T16:20:00.000Z,62580.67,62766.93,62580.67,62711.53,88.56456
2026-06-18T16:25:00.000Z,62711.53,62730,62577,62599.99,68.84651
2026-06-18T16:30:00.000Z,62600,62638,62518,62638,126.67012
2026-06-18T16:35:00.000Z,62638,62710.43,62572,62697.19,84.12142
2026-06-18T16:40:00.000Z,62697.2,62769.86,62640.91,62717.99,77.81438999999999
2026-06-18T16:45:00.000Z,62717.99,62814,62684.56,62704,70.65716
2026-06-18T16:50:00.000Z,62704.01,62734,62637.13,62655.99,125.33044999999998
2026-06-18T16:55:00.000Z,62656,62728,62651.12,62688,44.702070000000006
2026-06-18T17:00:00.000Z,62688,62706.21,62521.16,62563.99,48.28819
2026-06-18T17:05:00.000Z,62564,62625.49,62526.04,62564.35,20.41363
2026-06-18T17:10:00.000Z,62564.34,62566.89,62411.76,62506.4,113.80206999999999
2026-06-18T17:15:00.000Z,62506.39,62611.06,62490,62603.12,62.20109
2026-06-18T17:20:00.000Z,62603.13,62630.83,62371.28,62371.29,112.89451
2026-06-18T17:25:00.000Z,62371.29,62643.92,62272.07,62583.02,313.51066000000003
2026-06-18T17:30:00.000Z,62583.03,62750,62582.48,62733.38,80.04026999999999
2026-06-18T17:35:00.000Z,62733.38,62733.38,62545.45,62545.45,44.78542
2026-06-18T17:40:00.000Z,62545.45,62666,62520,62650.01,77.84839
2026-06-18T17:45:00.000Z,62650,62687.15,62606,62651.03,59.09847
2026-06-18T17:50:00.000Z,62651.03,62727.77,62612,62612,28.23917
2026-06-18T17:55:00.000Z,62612.01,62612.19,62520.29,62606,42.560249999999996
2026-06-18T18:00:00.000Z,62606,62661.48,62580.01,62638.01,39.56026
2026-06-18T18:05:00.000Z,62638.01,62720,62616,62709.31,40.267579999999995
2026-06-18T18:10:00.000Z,62709.31,62738.64,62688,62710.76,48.36181
2026-06-18T18:15:00.000Z,62710.76,62872,62608.64,62868,137.41498
2026-06-18T18:20:00.000Z,62868.01,62954.8,62844.59,62933.99,60.67161
2026-06-18T18:25:00.000Z,62934,62959.75,62847.62,62847.62,50.29182
2026-06-18T18:30:00.000Z,62847.62,62847.63,62766.09,62800,65.77767
2026-06-18T18:35:00.000Z,62800.01,62838,62712.04,62720,42.163759999999996
2026-06-18T18:40:00.000Z,62720,62790,62680.03,62772,92.8415
2026-06-18T18:45:00.000Z,62772.01,62802,62744.01,62782,42.932900000000004
2026-06-18T18:50:00.000Z,62781.99,62884,62653.86,62653.87,73.33329
2026-06-18T18:55:00.000Z,62653.87,62709.28,62619.89,62708.92,33.445049999999995
2026-06-18T19:00:00.000Z,62708.93,62735.59,62668.28,62668.28,29.84787
2026-06-18T19:05:00.000Z,62668.28,62708,62636,62673.23,19.69727
2026-06-18T19:10:00.000Z,62673.24,62696,62636.36,62681.99,18.86342
2026-06-18T19:15:00.000Z,62681.99,62716,62642.33,62695.99,31.298579999999998
2026-06-18T19:20:00.000Z,62696,62792,62689.3,62738,34.91317
2026-06-18T19:25:00.000Z,62738,62804,62738,62777.01,30.563719999999996
2026-06-18T19:30:00.000Z,62777.01,62853.86,62761.94,62816,43.707570000000004
2026-06-18T19:35:00.000Z,62816,62888.39,62800,62888.38,33.28916
2026-06-18T19:40:00.000Z,62888.39,62993.44,62882.07,62970,105.16626000000002
2026-06-18T19:45:00.000Z,62970,62989.99,62913.33,62914.01,82.78564
2026-06-18T19:50:00.000Z,62914,63002.88,62906,63002.87,45.55208999999999
2026-06-18T19:55:00.000Z,63002.87,63008.33,62935.67,62950.79,101.95289
2026-06-18T20:00:00.000Z,62950.79,63225.16,62950.79,63221.99,142.19988999999998
2026-06-18T20:05:00.000Z,63222,63224,63102,63109.82,53.69383
2026-06-18T20:10:00.000Z,63109.82,63181.99,63091.09,63172,74.81087000000001
2026-06-18T20:15:00.000Z,63172,63188,63114.95,63188,37.12408
2026-06-18T20:20:00.000Z,63188,63274.19,63099.58,63099.58,71.36581000000001
2026-06-18T20:25:00.000Z,63099.59,63156,63099.58,63118.01,36.19617
2026-06-18T20:30:00.000Z,63118.01,63165.83,63049.08,63142.32,114.59062
2026-06-18T20:35:00.000Z,63142.32,63146,63105.02,63130.01,30.209699999999998
2026-06-18T20:40:00.000Z,63130,63173.65,63118,63133.9,28.38975
2026-06-18T20:45:00.000Z,63133.91,63135.06,63040,63052,31.00545
2026-06-18T20:50:00.000Z,63052,63120.47,63051.99,63116,32.8984
2026-06-18T20:55:00.000Z,63116,63118,63084.55,63086,32.44972
2026-06-18T21:00:00.000Z,63086,63112,63078.34,63087.83,59.58204
2026-06-18T21:05:00.000Z,63087.84,63121.81,63086.67,63118.56,32.86014
2026-06-18T21:10:00.000Z,63118.57,63118.57,62913.69,62920,66.86956
2026-06-18T21:15:00.000Z,62919.99,63034,62870.39,63015.43,52.57583
2026-06-18T21:20:00.000Z,63015.43,63045.24,63002,63029.3,37.04354
2026-06-18T21:25:00.000Z,63029.3,63029.3,62938,62958.01,44.94192
2026-06-18T21:30:00.000Z,62958,62990.72,62944,62978.03,28.65765
2026-06-18T21:35:00.000Z,62978.03,62980,62909.99,62922,32.15631
2026-06-18T21:40:00.000Z,62921.99,62932.99,62874,62913.99,35.803650000000005
2026-06-18T21:45:00.000Z,62913.99,62952.59,62900,62927.99,24.633210000000002
2026-06-18T21:50:00.000Z,62928,62940,62893,62905.99,24.24369
2026-06-18T21:55:00.000Z,62906,62999.53,62905.99,62971.32,26.97418
2026-06-18T22:00:00.000Z,62971.32,62990,62917.3,62917.31,41.52726
2026-06-18T22:05:00.000Z,62917.31,62931.98,62910.45,62925.98,13.359839999999998
2026-06-18T22:10:00.000Z,62925.98,62952.52,62921.35,62921.36,16.89918
2026-06-18T22:15:00.000Z,62921.36,62925.56,62779.19,62806.09,38.18126
2026-06-18T22:20:00.000Z,62806.08,62876,62786,62840,14.11946
2026-06-18T22:25:00.000Z,62840,62870,62821.22,62831.99,22.91999
2026-06-18T22:30:00.000Z,62832,62850,62742,62754,41.704260000000005
2026-06-18T22:35:00.000Z,62754.01,62815.43,62754.01,62812.28,19.22264
2026-06-18T22:40:00.000Z,62812.27,62812.28,62778,62812.28,16.45003
2026-06-18T22:45:00.000Z,62812.28,62865.99,62786,62865.98,35.057829999999996
2026-06-18T22:50:00.000Z,62865.99,62891.83,62848.78,62856.15,13.73058
2026-06-18T22:55:00.000Z,62856.15,62896.66,62856.14,62885.85,17.188309999999998
2026-06-18T23:00:00.000Z,62885.84,62929.13,62840.51,62873.86,28.63583
2026-06-18T23:05:00.000Z,62873.42,62873.42,62789.55,62820.87,40.51036
2026-06-18T23:10:00.000Z,62820.86,62847.64,62756.6,62761.34,41.679770000000005
2026-06-18T23:15:00.000Z,62761.35,62828.93,62761.33,62828.93,27.157630000000005
2026-06-18T23:20:00.000Z,62828.93,62845.79,62806.41,62841.55,34.2041
2026-06-18T23:25:00.000Z,62841.54,62884,62830.4,62884,45.89425
2026-06-18T23:30:00.000Z,62884,62950,62884,62912.01,19.533859999999997
2026-06-18T23:35:00.000Z,62912.01,62915.56,62885.37,62915.56,10.67395
2026-06-18T23:40:00.000Z,62915.55,62936.65,62911.88,62914.42,9.07665
2026-06-18T23:45:00.000Z,62914.42,62925.08,62858,62925.07,114.87359000000001
2026-06-18T23:50:00.000Z,62925.07,62957.15,62914.08,62950.01,120.23383000000001
2026-06-18T23:55:00.000Z,62950.01,62985.12,62950,62958.01,15.013720000000001
2026-06-19T00:00:00.000Z,62958.01,62982.56,62902,62980.85,60.513819999999996
2026-06-19T00:05:00.000Z,62980.86,62984,62840,62888.69,136.09968999999998
2026-06-19T00:10:00.000Z,62888.68,62911.35,62847.99,62862,19.585910000000002
2026-06-19T00:15:00.000Z,62862,62994,62854,62970.73,18.53888
2026-06-19T00:20:00.000Z,62970.72,62970.72,62900,62960,19.79285
2026-06-19T00:25:00.000Z,62960,62976,62922,62972.01,106.46392
2026-06-19T00:30:00.000Z,62972,63039.92,62951.86,63025.22,127.77371999999998
2026-06-19T00:35:00.000Z,63025.23,63025.23,63001.06,63005.99,23.02621
2026-06-19T00:40:00.000Z,63006,63058,63006,63057.99,30.00144
2026-06-19T00:45:00.000Z,63057.99,63086,63024.6,63071.09,122.3885
2026-06-19T00:50:00.000Z,63071.1,63071.1,63000,63008.46,104.22579
2026-06-19T00:55:00.000Z,63008.47,63020,62976.42,63020,17.817520000000002
2026-06-19T01:00:00.000Z,63020,63084,62992.79,63073.68,32.17548
2026-06-19T01:05:00.000Z,63073.68,63086.17,62968.53,62968.53,37.5502
2026-06-19T01:10:00.000Z,62968.53,62978.3,62900,62978.3,112.52073999999999
2026-06-19T01:15:00.000Z,62978.29,63100,62964.13,63042.01,149.52876
2026-06-19T01:20:00.000Z,63042.01,63087.99,63020,63020,56.387
2026-06-19T01:25:00.000Z,63020,63020,62920,62926,38.020070000000004
2026-06-19T01:30:00.000Z,62926,62953.79,62852.01,62860.84,48.44432
2026-06-19T01:35:00.000Z,62860.85,62921.63,62860.85,62882.82,12.51371
2026-06-19T01:40:00.000Z,62882.82,62916.6,62872.01,62916.59,14.818439999999999
2026-06-19T01:45:00.000Z,62916.6,62948,62916.59,62924.48,9.57319
2026-06-19T01:50:00.000Z,62924.49,63000,62924.48,62999.99,8.14593
2026-06-19T01:55:00.000Z,62999.99,63032.06,62999.99,63021.86,22.75524
2026-06-19T02:00:00.000Z,63021.86,63094.68,63021.85,63094.68,45.19367
2026-06-19T02:05:00.000Z,63094.67,63110.29,63021.85,63041.79,30.620559999999998
2026-06-19T02:10:00.000Z,63041.79,63052,63017.95,63020.22,19.44092
2026-06-19T02:15:00.000Z,63020.21,63065.99,62970.01,62970.01,15.75337
2026-06-19T02:20:00.000Z,62970.01,63032.29,62964,63032.28,29.2316
2026-06-19T02:25:00.000Z,63032.28,63032.29,62956.08,62956.08,27.38671
2026-06-19T02:30:00.000Z,62956.08,63023.96,62940.11,62991.99,17.38971
2026-06-19T02:35:00.000Z,62992,63021.14,62922,62930,21.26888
2026-06-19T02:40:00.000Z,62930,62946.18,62923.94,62944.71,9.90201
2026-06-19T02:45:00.000Z,62944.71,62956.78,62893.71,62954.8,35.43209
2026-06-19T02:50:00.000Z,62954.81,62992,62926.9,62987.83,35.25298000000001
2026-06-19T02:55:00.000Z,62987.82,63018.9,62966,63006,17.9455
2026-06-19T03:00:00.000Z,63006.01,63029.64,62970.01,62976.01,13.80061
2026-06-19T03:05:00.000Z,62976.01,62976.01,62908.28,62908.28,16.70537
2026-06-19T03:10:00.000Z,62908.29,62908.29,62716.53,62734.87,142.88787
2026-06-19T03:15:00.000Z,62734.87,62754.52,62386.9,62526,306.88773
2026-06-19T03:20:00.000Z,62526,62846,62524.81,62845.99,104.66817999999999
2026-06-19T03:25:00.000Z,62845.99,62863.62,62762,62848.4,56.81763
2026-06-19T03:30:00.000Z,62848.4,62848.4,62744.01,62744.01,53.99884
2026-06-19T03:35:00.000Z,62744,62755.86,62640.78,62640.78,28.767339999999997
2026-06-19T03:40:00.000Z,62640.79,62701.99,62618,62697.86,37.29227
2026-06-19T03:45:00.000Z,62697.87,62705.99,62634,62668.01,22.925559999999997
2026-06-19T03:50:00.000Z,62668,62781.99,62668,62762,22.97128
2026-06-19T03:55:00.000Z,62762,62812,62752,62773.51,27.71752
2026-06-19T04:00:00.000Z,62773.52,62776.97,62618,62639.29,31.69103
2026-06-19T04:05:00.000Z,62639.3,62789.99,62639.3,62789.99,41.44132
2026-06-19T04:10:00.000Z,62789.99,62875.7,62789.99,62869.99,19.99865
2026-06-19T04:15:00.000Z,62869.99,62916.66,62776,62778.01,28.38817
2026-06-19T04:20:00.000Z,62778.01,62778.01,62718,62768,16.70587
2026-06-19T04:25:00.000Z,62768,62775.54,62720.01,62730.87,14.816590000000001
2026-06-19T04:30:00.000Z,62730.87,62732.01,62522.12,62565.99,51.924440000000004
2026-06-19T04:35:00.000Z,62565.99,62604,62542,62556.99,32.264939999999996
2026-06-19T04:40:00.000Z,62556.99,62620,62556.99,62605.99,14.942890000000002
2026-06-19T04:45:00.000Z,62606,62663.69,62594,62663.69,37.0972
2026-06-19T04:50:00.000Z,62663.69,62684.48,62507.18,62514.25,54.77264
2026-06-19T04:55:00.000Z,62514.25,62516.43,62409.55,62452.01,46.91857
2026-06-19T05:00:00.000Z,62452.01,62602,62452,62601.99,37.964259999999996
2026-06-19T05:05:00.000Z,62602,62670.89,62598.85,62670.89,27.947650000000003
2026-06-19T05:10:00.000Z,62670.89,62670.89,62622,62669.99,26.86003
2026-06-19T05:15:00.000Z,62670,62670,62586,62621.43,29.507350000000002
2026-06-19T05:20:00.000Z,62621.44,62638,62576,62609.4,28.194750000000003
2026-06-19T05:25:00.000Z,62609.41,62648.62,62596,62616,45.83126000000001
2026-06-19T05:30:00.000Z,62616,62670.89,62561.58,62599.92,39.89145
2026-06-19T05:35:00.000Z,62599.93,62644,62592.01,62600.37,24.87461
2026-06-19T05:40:00.000Z,62600.37,62651.99,62600.37,62651.99,26.973519999999997
2026-06-19T05:45:00.000Z,62651.99,62719.54,62651.99,62713.76,18.865859999999998
2026-06-19T05:50:00.000Z,62713.75,62744.92,62700,62738,34.77169
2026-06-19T05:55:00.000Z,62738,62741.79,62718.82,62739.2,20.15072
2026-06-19T06:00:00.000Z,62739.2,62830.41,62728,62830.4,32.38711
2026-06-19T06:05:00.000Z,62830.4,62852.46,62782,62820.69,30.38342
2026-06-19T06:10:00.000Z,62820.69,62850,62773.32,62849.99,19.386899999999997
2026-06-19T06:15:00.000Z,62850,62860.22,62774.16,62786,18.488670000000003
2026-06-19T06:20:00.000Z,62786,62825.93,62762.35,62825.92,16.11825
2026-06-19T06:25:00.000Z,62825.93,62844.54,62814,62839.38,9.867680000000002
2026-06-19T06:30:00.000Z,62839.38,62880,62804.15,62826,18.435540000000003
2026-06-19T06:35:00.000Z,62825.99,62825.99,62733.44,62735.65,13.708549999999999
2026-06-19T06:40:00.000Z,62735.64,62824,62735.64,62824,23.908089999999998
2026-06-19T06:45:00.000Z,62823.99,62824,62766.27,62791.64,19.18421
2026-06-19T06:50:00.000Z,62791.64,62876,62784.27,62876,20.025100000000002
2026-06-19T06:55:00.000Z,62876,62914.73,62856.43,62894.08,31.050870000000003
2026-06-19T07:00:00.000Z,62894.09,62917.32,62834.91,62840,17.94577
2026-06-19T07:05:00.000Z,62839.99,62854.92,62809.49,62850,12.776199999999998
2026-06-19T07:10:00.000Z,62850,62851.24,62780,62780,13.151339999999998
2026-06-19T07:15:00.000Z,62780,62797.87,62718,62729.75,25.32469
2026-06-19T07:20:00.000Z,62729.75,62792,62728.49,62772.39,16.536839999999998
2026-06-19T07:25:00.000Z,62772.39,62829.58,62724,62741.19,28.64152
2026-06-19T07:30:00.000Z,62741.19,62827.68,62670.4,62670.4,74.0085
2026-06-19T07:35:00.000Z,62670.41,62676.54,62504.27,62536.25,104.66574
2026-06-19T07:40:00.000Z,62536.25,62554.33,62508.74,62554.32,107.65627
2026-06-19T07:45:00.000Z,62554.32,62578.11,62506.02,62537.9,73.32443
2026-06-19T07:50:00.000Z,62537.91,62685.21,62537.9,62621.74,106.55363999999999
2026-06-19T07:55:00.000Z,62621.75,62635.59,62610,62629.99,55.62615
2026-06-19T08:00:00.000Z,62630,62648.37,62602,62636,33.40765
2026-06-19T08:05:00.000Z,62636,62636,62575.3,62575.3,32.078810000000004
2026-06-19T08:10:00.000Z,62575.31,62675.59,62533.33,62671.99,65.30319
2026-06-19T08:15:00.000Z,62671.99,62671.99,62612.2,62645.99,17.477800000000002
2026-06-19T08:20:00.000Z,62645.99,62722.95,62644,62706.26,31.09375
2026-06-19T08:25:00.000Z,62706.27,62706.27,62652,62668,31.98763
2026-06-19T08:30:00.000Z,62668,62724,62652.25,62652.26,32.78384
2026-06-19T08:35:00.000Z,62652.26,62782,62652.25,62781.99,34.03153
2026-06-19T08:40:00.000Z,62781.99,62781.99,62586,62660.27,84.86193
2026-06-19T08:45:00.000Z,62660.27,62670,62636.19,62638.6,17.12259
2026-06-19T08:50:00.000Z,62638.6,62663.99,62599,62599,21.851789999999998
2026-06-19T08:55:00.000Z,62599,62603.99,62572.66,62603.99,29.8399
2026-06-19T09:00:00.000Z,62604,62654,62566,62566,36.822469999999996
2026-06-19T09:05:00.000Z,62566,62566.01,62480.01,62486.08,45.77469000000001
2026-06-19T09:10:00.000Z,62486.08,62486.08,62329.42,62432.54,119.51971999999999
2026-06-19T09:15:00.000Z,62432.55,62476.92,62422.19,62422.21,26.48693
2026-06-19T09:20:00.000Z,62422.2,62431.83,62316.44,62423.2,43.1877
2026-06-19T09:25:00.000Z,62423.2,62446,62354,62382,30.916580000000003
2026-06-19T09:30:00.000Z,62382.01,62471.4,62382,62446.01,60.91944000000001
2026-06-19T09:35:00.000Z,62446.01,62484,62416,62477.5,146.54633
2026-06-19T09:40:00.000Z,62477.51,62498,62416,62418.29,157.5945
2026-06-19T09:45:00.000Z,62418.29,62427.78,62352,62354,84.59173
2026-06-19T09:50:00.000Z,62354,62401.99,62339.66,62385.99,108.53076000000001
2026-06-19T09:55:00.000Z,62385.99,62433.91,62370,62390,60.78235
2026-06-19T10:00:00.000Z,62390.01,62427.42,62383.76,62422.24,54.689679999999996
2026-06-19T10:05:00.000Z,62422.25,62558,62394,62546,45.12241
2026-06-19T10:10:00.000Z,62546,62559.01,62483.99,62559,141.85516
2026-06-19T10:15:00.000Z,62559,62559,62434.32,62442.01,98.36099
2026-06-19T10:20:00.000Z,62442,62512,62431.99,62432,76.71095
2026-06-19T10:25:00.000Z,62431.99,62538,62431.99,62502.01,42.221959999999996
2026-06-19T10:30:00.000Z,62502.01,62502.01,62415.8,62462.18,32.24524
2026-06-19T10:35:00.000Z,62462.18,62489.86,62418.01,62425.28,46.748180000000005
2026-06-19T10:40:00.000Z,62425.29,62450,62412.44,62418,63.5758
2026-06-19T10:45:00.000Z,62417.99,62479.14,62404,62462,38.142039999999994
2026-06-19T10:50:00.000Z,62462.01,62560,62449.31,62537.54,30.76068
2026-06-19T10:55:00.000Z,62537.55,62587.27,62500.75,62533.25,91.56671999999999
2026-06-19T11:00:00.000Z,62533.24,62567.99,62510,62540,16.88655
2026-06-19T11:05:00.000Z,62540,62565.71,62452.52,62494.01,64.69964
2026-06-19T11:10:00.000Z,62494.01,62528,62454.01,62502,121.27611999999999
2026-06-19T11:15:00.000Z,62502,62566,62464,62562.01,125.93891
